"phen" "total" "sign_disc" "sign_repl" "sign_disc_top" "sign_repl_top" "weak_instr"
"ukb-b-3991" 1 0 0 0 0 0
"ukb-b-14396" 0 0 0 0 0 0
"ukb-b-5192" 113 93 116 17 16 1
"ukb-b-4256" 63 7 33 3 7 -4
"ukb-b-4779" 51 16 67 2 11 -9
"ukb-b-13246" 78 13496 13580 61 60 1
"ukb-b-13998" 0 0 0 0 0 0
"ukb-b-17049" 0 0 0 0 0 0
"ukb-b-14801" 3 27 20 2 1 1
"ukb-b-5460" 0 0 0 0 0 0
"ukb-b-11427" 0 0 0 0 0 0
"ukb-b-4874" 1 0 0 0 0 0
"ukb-b-19953" 458 1219 1263 151 148 3
"ukb-b-7294" 0 0 0 0 0 0
"ukb-b-20137" 0 0 0 0 0 0
"ukb-b-19132" 0 0 0 0 0 0
"ukb-b-14422" 8 15 9 5 2 3
"ukb-b-17102" 0 0 0 0 0 0
"ukb-b-18765" 1 0 0 0 0 0
"ukb-b-6011" 0 0 0 0 0 0
"ukb-b-2148" 79 62 80 19 25 -6
"ukb-b-6082" 1 0 0 0 0 0
"ukb-b-12051" 0 0 0 0 0 0
"ukb-b-14070" 6 109 125 3 4 -1
"ukb-b-6991" 44 28 23 5 7 -2
"ukb-b-13065" 16 2 4 1 3 -2
"ukb-b-5981" 0 0 0 0 0 0
"ukb-b-67" 0 0 0 0 0 0
"ukb-b-16139" 1 0 0 0 0 0
"ukb-b-16943" 0 0 0 0 0 0
"ukb-b-1366" 1 0 1 0 1 -1
"ukb-b-7211" 5 13 39 4 2 2
"ukb-b-3599" 5 189 179 5 5 0
"ukb-b-15767" 0 0 0 0 0 0
"ukb-b-3503" 0 0 0 0 0 0
"ukb-b-11492" 0 0 0 0 0 0
"ukb-b-13458" 0 0 0 0 0 0
"ukb-b-4171" 18 5 7 2 2 0
"ukb-b-3700" 34 35 26 13 7 6
"ukb-b-7763" 2 18 5 1 1 0
"ukb-b-703" 3 9 0 1 0 1
"ukb-b-15445" 9 193 168 6 6 0
"ukb-b-4770" 0 0 0 0 0 0
"ukb-b-11158" 5 0 0 0 0 0
"ukb-b-16340" 11 4 3 2 1 1
"ukb-b-12060" 0 0 0 0 0 0
"ukb-b-20410" 0 0 0 0 0 0
"ukb-b-18697" 0 0 0 0 0 0
"ukb-b-15904" 4 0 3 0 1 -1
"ukb-b-14351" 1 1 0 1 0 1
"ukb-b-8229" 0 0 0 0 0 0
"ukb-b-4667" 23 14 15 4 3 1
"ukb-b-16587" 0 0 0 0 0 0
"ukb-b-13423" 6 2 0 1 0 1
"ukb-b-9038" 3 0 0 0 0 0
"ukb-b-13350" 0 0 0 0 0 0
"ukb-b-17988" 1 0 0 0 0 0
"ukb-b-11207" 5 9 15 0 3 -3
"ukb-b-4288" 0 0 0 0 0 0
"ukb-b-11403" 0 0 0 0 0 0
"ukb-b-9940" 1 0 0 0 0 0
"ukb-b-13038" 1 2 0 1 0 1
"ukb-b-2393" 28 28 26 3 2 1
"ukb-b-373" 0 0 0 0 0 0
"ukb-b-5608" 0 0 0 0 0 0
"ukb-b-18457" 0 0 0 0 0 0
"ukb-b-5445" 4 0 0 0 0 0
"ukb-b-3211" 0 0 0 0 0 0
"ukb-b-12913" 0 0 0 0 0 0
"ukb-b-16426" 0 0 0 0 0 0
"ukb-b-15555" 5 1 1 1 0 1
"ukb-b-2183" 4 1 0 1 0 1
"ukb-b-14285" 0 0 0 0 0 0
"ukb-b-17291" 0 0 0 0 0 0
"ukb-b-4544" 0 0 0 0 0 0
"ukb-b-13696" 0 0 0 0 0 0
"ukb-b-748" 3 5 0 2 0 2
"ukb-b-9405" 374 782 870 98 117 -19
"ukb-b-17360" 16 6 8 1 1 0
"ukb-b-898" 1 0 0 0 0 0
"ukb-b-17277" 0 0 0 0 0 0
"ukb-b-16334" 0 0 0 0 0 0
"ukb-b-8442" 2 0 0 0 0 0
"ukb-b-14873" 0 0 0 0 0 0
"ukb-b-7647" 3 3 2 1 0 1
"ukb-b-8315" 0 0 0 0 0 0
"ukb-b-4063" 41 60 90 4 5 -1
"ukb-b-13003" 0 0 0 0 0 0
"ukb-b-7966" 0 0 0 0 0 0
"ukb-b-4674" 1 0 5 0 1 -1
"ukb-b-8607" 212 379 402 67 73 -6
"ukb-b-2804" 2 5 2 1 1 0
"ukb-b-17599" 1 0 0 0 0 0
"ukb-b-7478" 157 140 222 23 36 -13
"ukb-b-14182" 1 0 0 0 0 0
"ukb-b-16881" 602 2428 2356 343 330 13
"ukb-b-20140" 8 23 1 2 0 2
"ukb-b-15527" 9 11 10 1 1 0
"ukb-b-15025" 0 0 0 0 0 0
"ukb-b-8848" 1 0 0 0 0 0
"ukb-b-10807" 0 0 0 0 0 0
"ukb-b-2954" 4 0 2 0 1 -1
"ukb-b-12187" 0 0 0 0 0 0
"ukb-b-7443" 0 0 0 0 0 0
"ukb-b-20423" 0 0 0 0 0 0
"ukb-b-3337" 0 0 0 0 0 0
"ukb-b-7030" 2 0 0 0 0 0
"ukb-b-8428" 123 272 303 36 42 -6
"ukb-b-4956" 161 105 102 32 34 -2
"ukb-b-4476" 0 0 0 0 0 0
"ukb-b-2709" 1 0 2 0 1 -1
"ukb-b-9433" 4 0 5 0 0 0
"ukb-b-4379" 1 10 0 1 0 1
"ukb-b-14814" 0 0 0 0 0 0
"ukb-b-18629" 2 0 0 0 0 0
"ukb-b-2867" 1 0 0 0 0 0
"ukb-b-11188" 2 1 0 1 0 1
"ukb-b-12383" 0 0 0 0 0 0
"ukb-b-2053" 2 1 0 0 0 0
"ukb-b-10066" 1 4 5 1 1 0
"ukb-b-4277" 0 0 0 0 0 0
"ukb-b-8297" 3 3 1 2 1 1
"ukb-b-15251" 0 0 0 0 0 0
"ukb-b-17001" 0 0 0 0 0 0
"ukb-b-5018" 0 0 0 0 0 0
"ukb-b-5227" 2 5 0 1 0 1
"ukb-b-8517" 0 0 0 0 0 0
"ukb-b-2084" 1 0 0 0 0 0
"ukb-b-13346" 18 22 20 4 3 1
"ukb-b-17501" 0 0 0 0 0 0
"ukb-b-6352" 5 18 13 3 1 2
"ukb-b-11679" 0 0 0 0 0 0
"ukb-b-6063" 0 0 0 0 0 0
"ukb-b-2909" 16 0 10 0 2 -2
"ukb-b-15228" 0 0 1 0 0 0
"ukb-b-9568" 2 0 0 0 0 0
"ukb-b-14525" 1 0 0 0 0 0
"ukb-b-8348" 0 0 0 0 0 0
"ukb-b-7429" 0 0 0 0 0 0
"ukb-b-16156" 0 0 0 0 0 0
"ukb-b-29" 0 0 0 0 0 0
"ukb-b-7110" 0 0 0 0 0 0
"ukb-b-10260" 0 0 0 0 0 0
"ukb-b-20009" 0 0 0 0 0 0
"ukb-b-12753" 0 0 0 0 0 0
"ukb-b-15021" 0 0 0 0 0 0
"ukb-b-5118" 1 0 0 0 0 0
"ukb-b-6474" 7 18 19 4 3 1
"ukb-b-12089" 0 0 0 0 0 0
"ukb-b-12204" 0 0 0 0 0 0
"ukb-b-13155" 0 0 0 0 0 0
"ukb-b-5479" 2 5 0 1 0 1
"ukb-b-4150" 0 0 0 0 0 0
"ukb-b-2341" 0 0 0 0 0 0
"ukb-b-1100" 1 0 0 0 0 0
"ukb-b-10546" 1 0 0 0 0 0
"ukb-b-1939" 0 0 0 0 0 0
"ukb-b-16440" 0 0 0 0 0 0
"ukb-b-14699" 7 12701 23 5 4 1
"ukb-b-9049" 1 0 0 0 0 0
"ukb-b-19097" 0 0 0 0 0 0
"ukb-b-5045" 0 0 0 0 0 0
"ukb-b-17514" 0 0 0 0 0 0
"ukb-b-19406" 0 0 0 0 0 0
"ukb-b-8388" 9 171 163 6 6 0
"ukb-b-15957" 9 1 1 1 0 1
"ukb-b-20531" 385 840 833 115 104 11
"ukb-b-7500" 140 177 135 52 40 12
"ukb-b-7047" 4 10 4 1 1 0
"ukb-b-15453" 0 0 0 0 0 0
"ukb-b-5954" 1 0 0 0 0 0
"ukb-b-18674" 2 0 0 0 0 0
"ukb-b-9419" 0 0 0 0 0 0
"ukb-b-2122" 197 367 386 63 68 -5
"ukb-b-6834" 0 0 0 0 0 0
"ukb-b-782" 0 0 0 0 0 0
"ukb-b-17798" 0 0 0 0 0 0
"ukb-b-19807" 0 0 0 0 0 0
"ukb-b-10756" 1 3 0 1 0 1
"ukb-b-14609" 46 91 79 14 13 1
"ukb-b-10713" 0 0 0 0 0 0
"ukb-b-2988" 15 61 18 4 2 2
"ukb-b-11209" 0 0 0 0 0 0
"ukb-b-19346" 1 0 0 0 0 0
"ukb-b-10919" 0 0 0 0 0 0
"ukb-b-7012" 1 0 0 0 0 0
"ukb-b-6591" 200 248 200 38 34 4
"ukb-b-18335" 52 117 124 14 16 -2
"ukb-b-4991" 0 0 0 0 0 0
"ukb-b-7946" 0 0 0 0 0 0
"ukb-b-3672" 4 1 0 1 0 1
"ukb-b-16068" 1 0 0 0 0 0
"ukb-b-1523" 0 0 0 0 0 0
"ukb-b-14339" 0 0 0 0 0 0
"ukb-b-18593" 0 0 0 0 0 0
"ukb-b-6220" 0 0 0 0 0 0
"ukb-b-10797" 0 0 0 0 0 0
"ukb-b-539" 0 0 0 0 0 0
"ukb-b-1431" 257 72 43 41 23 18
"ukb-b-3828" 0 0 0 0 0 0
"ukb-b-8007" 1 0 0 0 0 0
"ukb-b-12396" 1 4 6 1 1 0
"ukb-b-17681" 2 1 0 0 0 0
"ukb-b-10415" 6 0 0 0 0 0
"ukb-b-11736" 0 0 0 0 0 0
"ukb-b-14381" 0 0 0 0 0 0
"ukb-b-6538" 0 0 0 0 0 0
"ukb-b-14640" 0 0 0 0 0 0
"ukb-b-2482" 1 0 0 0 0 0
"ukb-b-18802" 1 8 0 1 0 1
"ukb-b-4542" 0 0 0 0 0 0
"ukb-b-6222" 2 0 0 0 0 0
"ukb-b-9473" 2 1 13 0 1 -1
"ukb-b-7859" 475 1258 1269 182 178 4
"ukb-b-14027" 0 0 0 0 0 0
"ukb-b-14639" 0 0 0 0 0 0
"ukb-b-11076" 0 0 0 0 0 0
"ukb-b-16967" 0 0 0 0 0 0
"ukb-b-1440" 0 0 0 0 0 0
"ukb-b-2530" 0 0 0 0 0 0
"ukb-b-17097" 1 0 1 0 0 0
"ukb-b-14280" 0 0 0 0 0 0
"ukb-b-14057" 225 472 459 71 82 -11
"ukb-b-20341" 1 0 0 0 0 0
"ukb-b-2227" 3 0 6 0 1 -1
"ukb-b-19438" 1 0 0 0 0 0
"ukb-b-1557" 0 0 0 0 0 0
"ukb-b-686" 1 0 0 0 0 0
"ukb-b-7593" 0 0 0 0 0 0
"ukb-b-11461" 0 0 0 0 0 0
"ukb-b-18469" 0 0 0 0 0 0
"ukb-b-14521" 6 26 12 1 2 -1
"ukb-b-4331" 0 0 0 0 0 0
"ukb-b-16056" 0 0 0 0 0 0
"ukb-b-2691" 0 0 0 0 0 0
"ukb-b-5815" 0 0 0 0 0 0
"ukb-b-501" 1 0 0 0 0 0
"ukb-b-6154" 1 0 0 0 0 0
"ukb-b-19142" 1 0 0 0 0 0
"ukb-b-2108" 1 0 0 0 0 0
"ukb-b-14852" 0 0 0 0 0 0
"ukb-b-1285" 8 3 0 2 0 2
"ukb-b-16117" 0 0 0 0 0 0
"ukb-b-10011" 18 1 3 0 1 -1
"ukb-b-13276" 0 0 0 0 0 0
"ukb-b-4643" 4 0 7 0 1 -1
"ukb-b-19115" 0 0 0 0 0 0
"ukb-b-4616" 94 101 100 19 17 2
"ukb-b-14372" 0 0 0 0 0 0
"ukb-b-11413" 1 0 0 0 0 0
"ukb-b-18018" 3 22 0 2 0 2
"ukb-b-5186" 0 0 0 0 0 0
"ukb-b-19067" 0 0 0 0 0 0
"ukb-b-997" 0 0 0 0 0 0
"ukb-b-1668" 29 68 62 8 8 0
"ukb-b-4077" 4 0 0 0 0 0
"ukb-b-19809" 59 63 53 8 7 1
"ukb-b-10849" 0 0 0 0 0 0
"ukb-b-15622" 0 0 0 0 0 0
"ukb-b-19294" 0 0 0 0 0 0
"ukb-b-15671" 3 0 0 0 0 0
"ukb-b-16920" 3 0 0 0 0 0
"ukb-b-3823" 0 0 0 0 0 0
"ukb-b-20044" 422 1137 1214 136 142 -6
"ukb-b-13520" 0 0 0 0 0 0
"ukb-b-8193" 2 0 0 0 0 0
"ukb-b-9667" 10 1 3 0 1 -1
"ukb-b-19199" 0 0 0 0 0 0
"ukb-b-11361" 12 13 13 5 4 1
"ukb-b-17566" 0 0 0 0 0 0
"ukb-b-4548" 0 0 0 0 0 0
"ukb-b-15685" 12 25 25 8 6 2
"ukb-b-12014" 59 99 124 19 20 -1
"ukb-b-1974" 2 0 0 0 0 0
"ukb-b-1572" 3 16 20 1 2 -1
"ukb-b-20509" 1 0 0 0 0 0
"ukb-b-9976" 0 0 0 0 0 0
"ukb-b-17174" 0 3 2 0 0 0
"ukb-b-3291" 2 2 5 1 2 -1
"ukb-b-9263" 17 26 27 5 3 2
"ukb-b-378" 0 0 0 0 0 0
"ukb-b-17402" 0 0 0 0 0 0
"ukb-b-713" 0 0 0 0 0 0
"ukb-b-2424" 0 0 0 0 0 0
"ukb-b-5801" 84 100 68 21 25 -4
"ukb-b-8236" 0 0 0 0 0 0
"ukb-b-11311" 0 0 0 0 0 0
"ukb-b-6246" 2 0 0 0 0 0
"ukb-b-15352" 0 0 0 0 0 0
"ukb-b-16295" 0 0 0 0 0 0
"ukb-b-13425" 0 0 0 0 0 0
"ukb-b-8759" 0 0 0 0 0 0
"ukb-b-14181" 0 0 0 0 0 0
"ukb-b-16451" 26 38 57 3 10 -7
"ukb-b-13653" 38 55 13 7 4 3
"ukb-b-10362" 1 5 6 0 1 -1
"ukb-b-19813" 0 0 0 0 0 0
"ukb-b-8838" 0 0 0 0 0 0
"ukb-b-12477" 9 39 38 3 3 0
"ukb-b-4955" 3 0 1 0 1 -1
"ukb-b-6772" 4 19 5 1 2 -1
"ukb-b-13815" 0 0 0 0 0 0
"ukb-b-4267" 0 0 0 0 0 0
"ukb-b-3475" 0 0 0 0 0 0
"ukb-b-13832" 0 0 0 0 0 0
"ukb-b-3825" 0 0 0 0 0 0
"ukb-b-14080" 5 1 1 1 0 1
"ukb-b-7467" 0 0 0 0 0 0
"ukb-b-12412" 0 0 0 0 0 0
"ukb-b-11312" 5 1 0 1 0 1
"ukb-b-8470" 0 0 0 0 0 0
"ukb-b-16471" 1 0 0 0 0 0
"ukb-b-12316" 0 0 0 0 0 0
"ukb-b-8793" 1 0 0 0 0 0
"ukb-b-19886" 0 0 0 0 0 0
"ukb-b-2592" 1 0 0 0 0 0
"ukb-b-1553" 4 15 0 1 0 1
"ukb-b-19957" 22 9 41 1 3 -2
"ukb-b-9496" 0 0 0 0 0 0
"ukb-b-8201" 0 0 0 0 0 0
"ukb-b-13922" 0 0 0 0 0 0
"ukb-b-11578" 0 0 1 0 0 0
"ukb-b-16892" 0 0 0 0 0 0
"ukb-b-13285" 1 0 0 0 0 0
"ukb-b-1489" 65 25 39 7 9 -2
"ukb-b-12405" 35 48 17 2 2 0
"ukb-b-9290" 1 0 0 0 0 0
"ukb-b-5534" 1 0 0 0 0 0
"ukb-b-4514" 7 1 5 1 2 -1
"ukb-b-17999" 12 0 1 0 1 -1
"ukb-b-11856" 5 0 1 0 1 -1
"ukb-b-1780" 1 1 0 1 0 1
"ukb-b-13414" 0 0 0 0 0 0
"ukb-b-3386" 4 0 1 0 1 -1
"ukb-b-5164" 0 0 0 0 0 0
"ukb-b-12205" 0 0 0 0 0 0
"ukb-b-14305" 0 1 0 0 0 0
"ukb-b-1234" 0 0 0 0 0 0
"ukb-b-19780" 0 0 0 0 0 0
"ukb-b-3381" 0 0 0 0 0 0
"ukb-b-929" 40 6 16 2 5 -3
"ukb-b-527" 0 0 0 0 0 0
"ukb-b-8798" 1 11 0 0 0 0
"ukb-b-17961" 1 0 0 0 0 0
"ukb-b-11531" 0 0 0 0 0 0
"ukb-b-11590" 15 49 59 5 5 0
"ukb-b-10444" 7 14 20 2 4 -2
"ukb-b-11908" 1 4 0 1 0 1
"ukb-b-10181" 4 50 45 3 2 1
"ukb-b-2102" 1 0 0 0 0 0
"ukb-b-1228" 0 0 0 0 0 0
"ukb-b-14547" 0 0 0 0 0 0
"ukb-b-10003" 3 3 0 0 0 0
"ukb-b-18079" 0 0 0 0 0 0
"ukb-b-18948" 0 0 1 0 0 0
"ukb-b-20233" 0 0 0 0 0 0
"ukb-b-5477" 27 10 7 2 4 -2
"ukb-b-3802" 1 0 0 0 0 0
"ukb-b-10778" 0 0 0 0 0 0
"ukb-b-301" 0 0 0 0 0 0
"ukb-b-4000" 7 0 0 0 0 0
"ukb-b-5012" 0 0 0 0 0 0
"ukb-b-770" 0 0 0 0 0 0
"ukb-b-4958" 0 0 0 0 0 0
"ukb-b-2973" 0 0 0 0 0 0
"ukb-b-2416" 0 0 0 0 0 0
"ukb-b-11452" 199 279 264 67 68 -1
"ukb-b-1215" 0 1 0 0 0 0
"ukb-b-12148" 0 0 0 0 0 0
"ukb-b-2469" 0 0 0 0 0 0
"ukb-b-8587" 1 0 0 0 0 0
"ukb-b-16565" 0 0 0 0 0 0
"ukb-b-8765" 2 0 0 0 0 0
"ukb-b-3965" 10 1 2 0 2 -2
"ukb-b-1226" 0 0 0 0 0 0
"ukb-b-7350" 7 138 106 6 4 2
"ukb-b-9058" 1 3 4 0 1 -1
"ukb-b-998" 4 1 1 1 1 0
"ukb-b-15649" 0 0 0 0 0 0
"ukb-b-1096" 215 530 503 90 94 -4
"ukb-b-11075" 4 0 5 0 1 -1
"ukb-b-499" 1 0 0 0 0 0
"ukb-b-19641" 2 0 0 0 0 0
"ukb-b-7444" 0 0 0 0 0 0
"ukb-b-5640" 14 0 5 0 1 -1
"ukb-b-3770" 1 0 0 0 0 0
"ukb-b-1070" 2 1 0 0 0 0
"ukb-b-9484" 1 0 0 0 0 0
"ukb-b-730" 0 0 0 0 0 0
"ukb-b-698" 5 1 0 0 0 0
"ukb-b-352" 0 0 0 0 0 0
"ukb-b-10351" 0 0 0 0 0 0
"ukb-b-354" 2 1 0 1 0 1
"ukb-b-10433" 0 0 0 0 0 0
"ukb-b-6720" 27 26 27 9 8 1
"ukb-b-20414" 0 0 0 0 0 0
"ukb-b-15359" 0 0 0 0 0 0
"ukb-b-3983" 0 0 0 0 0 0
"ukb-b-9543" 1 0 4 0 0 0
"ukb-b-16665" 0 0 0 0 0 0
"ukb-b-1707" 4 3 0 0 0 0
"ukb-b-19054" 0 0 0 0 0 0
"ukb-b-131" 0 0 0 0 0 0
"ukb-b-5185" 0 0 0 0 0 0
"ukb-b-4193" 0 0 0 0 0 0
"ukb-b-7323" 0 0 0 0 0 0
"ukb-b-4522" 83 40 70 10 10 0
"ukb-b-12381" 1 0 0 0 0 0
"ukb-b-7463" 0 0 0 0 0 0
"ukb-b-5266" 0 0 0 0 0 0
"ukb-b-15440" 0 0 0 0 0 0
"ukb-b-8061" 0 0 0 0 0 0
"ukb-b-19657" 260 573 559 80 87 -7
"ukb-b-20100" 1 0 2 0 0 0
"ukb-b-14429" 0 0 0 0 0 0
"ukb-b-2349" 0 0 0 0 0 0
"ukb-b-17371" 0 0 0 0 0 0
"ukb-b-143" 3 0 0 0 0 0
"ukb-b-12362" 1 0 0 0 0 0
"ukb-b-12265" 2 0 0 0 0 0
"ukb-b-6704" 428 1061 1154 132 140 -8
"ukb-b-14085" 1 0 4 0 1 -1
"ukb-b-10215" 176 210 260 33 40 -7
"ukb-b-6543" 0 0 0 0 0 0
"ukb-b-20216" 0 0 0 0 0 0
"ukb-b-621" 0 0 0 0 0 0
"ukb-b-19373" 79 30 28 10 12 -2
"ukb-b-13231" 118 20 31 6 11 -5
"ukb-b-14395" 76 112 151 19 26 -7
"ukb-b-14753" 0 0 0 0 0 0
"ukb-b-12648" 0 0 0 0 0 0
"ukb-b-20332" 5 16 3 3 1 2
"ukb-b-10771" 1 0 0 0 0 0
"ukb-b-5911" 2 0 0 0 0 0
"ukb-b-7178" 33 55 50 11 9 2
"ukb-b-5115" 3 0 0 0 0 0
"ukb-b-4650" 223 518 461 83 77 6
"ukb-b-1315" 20 38 37 8 4 4
"ukb-b-1464" 0 0 0 0 0 0
"ukb-b-19060" 9 2 1 2 1 1
"ukb-b-11364" 56 110 120 20 23 -3
"ukb-b-6633" 0 0 0 0 0 0
"ukb-b-17881" 0 0 0 0 0 0
"ukb-b-8146" 0 0 0 0 0 0
"ukb-b-17595" 23 64 69 6 7 -1
"ukb-b-5712" 0 0 0 0 0 0
"ukb-b-19234" 362 14282 14199 277 284 -7
"ukb-b-9052" 1 0 0 0 0 0
"ukb-b-15748" 7 35 6 4 1 3
"ukb-b-18818" 1 0 0 0 0 0
"ukb-b-17742" 1 7 10 1 1 0
"ukb-b-3663" 0 0 0 0 0 0
"ukb-b-8416" 9 1 15 1 1 0
"ukb-b-2528" 6 3 0 1 0 1
"ukb-b-6244" 7 1 0 1 0 1
"ukb-b-17155" 1 0 0 0 0 0
"ukb-b-13506" 207 332 312 76 76 0
"ukb-b-18349" 0 0 0 0 0 0
"ukb-b-4361" 0 0 0 0 0 0
"ukb-b-18787" 0 0 0 0 0 0
"ukb-b-3709" 0 0 0 0 0 0
"ukb-b-14742" 0 0 0 0 0 0
"ukb-b-16071" 0 0 0 0 0 0
"ukb-b-7421" 2 5 1 1 0 1
"ukb-b-15903" 0 0 0 0 0 0
"ukb-b-15590" 420 1143 1180 146 141 5
"ukb-b-8537" 0 0 0 0 0 0
"ukb-b-16102" 0 0 0 0 0 0
"ukb-b-19864" 0 0 0 0 0 0
"ukb-b-2307" 11 23 19 3 2 1
"ukb-b-13019" 0 0 0 0 0 0
"ukb-b-2205" 3 34 41 2 2 0
"ukb-b-11495" 13 30 6 3 2 1
"ukb-b-14847" 0 0 0 0 0 0
"ukb-b-13478" 0 0 0 0 0 0
"ukb-b-18137" 0 0 0 0 0 0
"ukb-b-2522" 2 0 0 0 0 0
"ukb-b-5935" 0 0 0 0 0 0
"ukb-b-15336" 0 0 0 0 0 0
"ukb-b-8106" 0 0 0 0 0 0
"ukb-b-1355" 1 0 0 0 0 0
"ukb-b-7118" 0 0 0 0 0 0
"ukb-b-11550" 14 25 23 5 4 1
"ukb-b-17100" 0 0 0 0 0 0
"ukb-b-7660" 1 2 0 0 0 0
"ukb-b-7881" 1 0 0 0 0 0
"ukb-b-6077" 0 0 0 0 0 0
"ukb-b-14162" 0 0 0 0 0 0
"ukb-b-20480" 0 0 0 0 0 0
"ukb-b-3751" 0 0 0 0 0 0
"ukb-b-847" 1 0 0 0 0 0
"ukb-b-12379" 1 0 0 0 0 0
"ukb-b-1099" 1 0 1 0 1 -1
"ukb-b-16240" 0 0 0 0 0 0
"ukb-b-13538" 199 268 268 66 67 -1
"ukb-b-14294" 4 0 1 0 0 0
"ukb-b-1306" 0 0 0 0 0 0
"ukb-b-16174" 0 0 0 0 0 0
"ukb-b-16313" 1 0 0 0 0 0
"ukb-b-19388" 0 0 0 0 0 0
"ukb-b-7330" 1 0 0 0 0 0
"ukb-b-520" 0 0 0 0 0 0
"ukb-b-1853" 0 0 0 0 0 0
"ukb-b-11862" 0 0 0 0 0 0
"ukb-b-4442" 0 0 0 0 0 0
"ukb-b-17078" 0 0 0 0 0 0
"ukb-b-14486" 6 6 2 1 2 -1
"ukb-b-19651" 0 0 2 0 0 0
"ukb-b-5948" 0 0 0 0 0 0
"ukb-b-4549" 25 28 41 4 4 0
"ukb-b-2317" 0 0 0 0 0 0
"ukb-b-15169" 7 42 17 3 3 0
"ukb-b-15071" 0 0 0 0 0 0
"ukb-b-3703" 0 0 0 0 0 0
"ukb-b-12915" 6 24 32 2 4 -2
"ukb-b-18138" 1 0 27 0 1 -1
"ukb-b-14479" 1 0 0 0 0 0
"ukb-b-7196" 0 0 0 0 0 0
"ukb-b-7641" 2 0 0 0 0 0
"ukb-b-7289" 4 0 2 0 0 0
"ukb-b-10608" 1 0 0 0 0 0
"ukb-b-10093" 41 9 11 5 2 3
"ukb-b-1567" 1 0 0 0 0 0
"ukb-b-46" 9 34 44 4 3 1
"ukb-b-7418" 0 0 0 0 0 0
"ukb-b-8543" 0 0 0 0 0 0
"ukb-b-14829" 1 5 5 0 0 0
"ukb-b-11497" 79 93 95 28 25 3
"ukb-b-7352" 4 13 8 2 1 1
"ukb-b-19088" 0 0 0 0 0 0
"ukb-b-10817" 8 2 1 1 1 0
"ukb-b-6514" 2 0 0 0 0 0
"ukb-b-10655" 2 1 0 1 0 1
"ukb-b-15945" 0 0 0 0 0 0
"ukb-b-14356" 0 0 0 0 0 0
"ukb-b-4535" 2 10 10 1 1 0
"ukb-b-3563" 3 17 18 2 2 0
"ukb-b-13814" 2 0 0 0 0 0
"ukb-b-123" 0 0 0 0 0 0
"ukb-b-12931" 0 0 0 0 0 0
"ukb-b-14116" 3 0 0 0 0 0
"ukb-b-4518" 9 1 1 1 1 0
"ukb-b-20213" 0 0 1 0 0 0
"ukb-b-9787" 0 0 0 0 0 0
"ukb-b-10911" 1 0 0 0 0 0
"ukb-b-16639" 0 0 0 0 0 0
"ukb-b-11138" 1 0 0 0 0 0
"ukb-b-14108" 0 0 0 0 0 0
"ukb-b-16993" 0 0 0 0 0 0
"ukb-b-1425" 0 0 0 0 0 0
"ukb-b-9797" 0 0 0 0 0 0
"ukb-b-10454" 7 7 6 1 1 0
"ukb-b-17729" 93 161 174 18 20 -2
"ukb-b-8329" 2 2 10 1 0 1
"ukb-b-17422" 114 120 135 51 49 2
"ukb-b-7284" 1 0 0 0 0 0
"ukb-b-19041" 10 24 23 3 4 -1
"ukb-b-9074" 0 0 0 0 0 0
"ukb-b-5090" 3 0 0 0 0 0
"ukb-b-10143" 1 0 1 0 0 0
"ukb-b-78" 0 0 0 0 0 0
"ukb-b-18162" 3 0 1 0 1 -1
"ukb-b-9596" 1 0 0 0 0 0
"ukb-b-10848" 0 0 0 0 0 0
"ukb-b-13979" 0 0 0 0 0 0
"ukb-b-4586" 0 0 0 0 0 0
"ukb-b-5779" 99 122 111 18 19 -1
"ukb-b-6615" 0 0 0 0 0 0
"ukb-b-10733" 0 0 0 0 0 0
"ukb-b-660" 13 23 18 4 4 0
"ukb-b-14166" 0 0 0 0 0 0
"ukb-b-6413" 0 0 0 0 0 0
"ukb-b-12906" 0 0 0 0 0 0
"ukb-b-8694" 0 0 0 0 0 0
"ukb-b-3822" 14 5 2 1 0 1
"ukb-b-20424" 0 0 0 0 0 0
"ukb-b-15666" 0 0 0 0 0 0
"ukb-b-4843" 0 0 0 0 0 0
"ukb-b-9270" 0 0 0 0 0 0
"ukb-b-3768" 200 310 315 72 67 5
"ukb-b-11926" 0 0 0 0 0 0
"ukb-b-11402" 0 0 0 0 0 0
"ukb-b-20211" 26 49 36 7 6 1
"ukb-b-8024" 0 0 0 0 0 0
"ukb-b-6503" 2 0 9 0 1 -1
"ukb-b-10258" 0 0 0 0 0 0
"ukb-b-3115" 2 0 0 0 0 0
"ukb-b-1997" 2 0 1 0 1 -1
"ukb-b-1761" 0 0 0 0 0 0
"ukb-b-16235" 6 1 2 1 2 -1
"ukb-b-11675" 0 0 0 0 0 0
"ukb-b-15892" 80 74 87 25 29 -4
"ukb-b-12962" 2 0 0 0 0 0
"ukb-b-4663" 0 0 0 0 0 0
"ukb-b-9927" 0 0 0 0 0 0
"ukb-b-16713" 0 0 0 0 0 0
"ukb-b-1807" 0 0 0 0 0 0
"ukb-b-16319" 0 0 0 0 0 0
"ukb-b-560" 0 0 0 0 0 0
"ukb-b-16489" 261 459 477 57 62 -5
"ukb-b-8902" 0 0 0 0 0 0
"ukb-b-11303" 12 43 45 2 3 -1
"ukb-b-19277" 53 66 46 16 16 0
"ukb-b-12849" 1 0 0 0 0 0
